18405.wav,2.0481093088164926e-07,1
22987.wav,0.003921379800885916,0
25097.wav,1.8562206605565734e-05,0
20098.wav,0.003073320956900716,0
11653.wav,0.00015642502694390714,0
11789.wav,2.2214977434487082e-05,1
20558.wav,5.287171916279476e-06,1
7193.wav,3.778151221922599e-05,1
6626.wav,5.855200288351625e-05,1
26565.wav,9.823823347687721e-05,1
20060.wav,0.0003870327491313219,0
13968.wav,0.00014680034655611962,0
3940.wav,0.00010481538629392162,0
30149.wav,2.2511583665618673e-05,1
17777.wav,2.366816988796927e-05,1
4732.wav,4.351606094132876e-06,0
14190.wav,8.431447349721566e-05,0
30991.wav,7.83937139203772e-07,1
5874.wav,3.1454423151444644e-05,1
17152.wav,2.582277011242695e-05,0
7282.wav,0.00016205120482482016,0
24761.wav,2.732441544139874e-06,1
14328.wav,7.278830707946327e-06,1
5645.wav,0.978225588798523,0
26926.wav,0.001065851771272719,0
16216.wav,1.7835483845374256e-07,1
2069.wav,4.543459726846777e-05,0
20951.wav,0.00010958881466649473,1
8714.wav,2.0272593701520236e-06,1
3822.wav,0.00012220023199915886,0
12166.wav,0.00012012753722956404,1
563.wav,0.00045799388317391276,0
28091.wav,0.0001203022402478382,0
24431.wav,2.9968301532790065e-05,0
29152.wav,0.0005724423099309206,0
16621.wav,7.692293365835212e-06,1
13865.wav,0.19268810749053955,0
25975.wav,1.475996759836562e-05,1
2409.wav,7.154602030823298e-07,1
6941.wav,0.0010910116834565997,0
9727.wav,1.7640117221162654e-05,1
25128.wav,0.00013934106391388923,0
10235.wav,0.9774693846702576,0
18654.wav,0.00026760651962831616,0
814.wav,8.967455505626276e-05,0
29148.wav,0.9496035575866699,0
2080.wav,0.00016418671293649822,0
19515.wav,0.00012034675455652177,0
6861.wav,0.0004401845799293369,0
16169.wav,0.0037537552416324615,0
5609.wav,0.487333208322525,0
15775.wav,0.04128153622150421,0
29746.wav,1.647849057917483e-05,1
14959.wav,0.00010262853902531788,0
13595.wav,0.002041243016719818,0
5578.wav,0.5059493780136108,0
8553.wav,2.4324456262547756e-06,1
14248.wav,0.00032641462166793644,0
10423.wav,9.826399764278904e-05,0
12096.wav,0.00010591646423563361,0
27700.wav,4.9164576921612024e-05,0
27565.wav,0.00023830145073588938,0
27237.wav,0.6540128588676453,0
1842.wav,0.0006408141925930977,0
30542.wav,6.045444024493918e-05,0
5546.wav,7.901505887275562e-05,1
19036.wav,8.292899292428046e-05,1
12705.wav,0.038094788789749146,0
3618.wav,8.970098861027509e-06,1
24788.wav,3.0240605610742932e-06,0
29772.wav,2.0320894691394642e-05,0
15725.wav,1.5293724572984502e-05,1
22080.wav,2.2687494492856786e-05,1
564.wav,0.00010017083695856854,0
14924.wav,7.711845682933927e-05,0
21436.wav,9.2520953330677e-05,0
19985.wav,0.0002882973349187523,0
31732.wav,0.01296515017747879,0
